Day,Month,Timepoint,Temperature,Humidity ,Radiation,Rainfall,Diffuse Horizontal Radiation,Power
287,12,8,30.7932415,23.05229378,558.4495239,0,159.4914703,48.14360046
287,12,8.5,31.41450119,21.19042587,675.3184814,0,210.9941864,50.20055389
287,12,9,32.2372551,20.57526779,701.4169922,0,252.0969238,32.19077682
287,12,9.5,31.65625572,21.65534401,895.40271,0,191.8898621,91.70568085
287,12,10,33.44055557,19.89963341,816.7403564,0,264.5975037,104.1506271
287,12,10.5,34.15916061,19.05987167,1128.251831,0,395.6525269,104.182045
287,12,11,33.63879013,20.3371563,1003.680054,0,369.7325439,274.0220032
287,12,11.5,35.3196907,18.76893616,1088.77771,0,114.4545822,180.6808777
287,12,12,34.02236938,20.60252762,274.0719299,0,263.0826111,261.3578491
287,12,12.5,34.27484512,21.48586273,804.3007813,0,415.6973877,288.5432739
287,12,13,36.44978333,18.87871933,1139.112793,0,398.3454285,130.2741089
287,12,13.5,34.70567322,20.98867226,290.1220703,0,278.8906555,288.1479797
287,12,14,34.16008759,25.55691147,160.8093109,0,157.3694305,139.128006
287,12,14.5,30.10149765,45.76316071,146.401413,0.200000003,143.0365448,84.24609375
287,12,15,30.88506126,40.44139481,147.1191406,0.200000003,136.9927521,264.6250916
287,12,15.5,31.54680252,33.22953033,131.1083527,0.200000003,128.8677521,81.82746124
287,12,16,31.6213131,32.15550232,210.3919983,0.200000003,201.6658783,56.21706009
287,12,16.5,32.2110939,31.41796112,215.7178192,0.200000003,204.5182495,32.03285217
287,12,17,32.85261154,30.14447212,333.8522644,0.200000003,217.4130249,30.5563221
287,12,17.5,32.83998489,29.86507034,117.1114883,0.200000003,114.5314636,8.156755447
287,12,18,32.16995621,31.21906662,63.12765503,0.200000003,61.34585953,50.74352264
293,12,8,29.8441658,31.14248657,280.4731445,0,165.6736908,55.49394226
293,12,8.5,31.56558418,29.98475266,416.5274658,0,252.1592255,75.90686798
293,12,9,31.66057968,28.02768326,512.2758179,0,178.2281494,106.0492401
293,12,9.5,32.35400391,31.3828392,986.9213867,0,289.9284058,192.8878479
293,12,10,33.57454681,28.05930519,1178.567139,0,493.4916077,178.9513702
293,12,10.5,33.05315781,27.79475212,512.5388184,0,501.845459,252.0908051
293,12,11,31.96343994,28.97423553,361.9143066,0,352.0478516,241.1900482
293,12,11.5,31.67066383,29.21168327,271.214447,0,268.9752808,292.7597656
293,12,12,31.68156242,29.88971329,371.0652771,0,357.6185303,226.6850739
293,12,12.5,32.20513916,29.11712837,355.6688843,0,352.2032776,194.2231903
293,12,13,32.76362228,27.22226143,401.0915833,0,396.7307739,258.0955505
293,12,13.5,33.53145599,25.70717621,491.6352539,0,483.2689209,271.6648254
293,12,14,34.87038422,23.1413002,686.8712769,0,569.4265747,145.3409424
293,12,14.5,34.46861649,22.95633507,535.562561,0,445.8274536,118.7637939
293,12,15,35.28686523,22.55147934,488.5765686,0,463.4208679,183.6906738
293,12,15.5,35.65243149,22.34885025,848.1536865,0,380.7521973,116.5859604
293,12,16,35.27611542,22.89204788,587.6337891,0,355.9970703,106.0045013
293,12,16.5,35.70500183,22.51018524,566.984314,0,262.1095886,139.2512054
293,12,17,36.50773621,21.50794411,588.3928223,0,216.3310699,74.90205383
293,12,17.5,35.71829224,22.13785744,288.098999,0,202.7805176,76.76824188
293,12,18,35.70949936,21.77427101,167.9837952,0,139.7970581,91.585289
295,12,8,25.05107498,72.34107208,230.0751801,0,206.1568298,98.91749573
295,12,8.5,26.12965584,64.7709198,387.6939392,0,270.6178589,130.3071442
295,12,9,26.40553665,63.2002449,334.9197998,0,323.2383728,163.0183411
295,12,9.5,26.84412003,58.62260818,330.4649048,0,324.5782166,192.6326752
295,12,10,26.73823929,59.27175903,305.5211792,0,299.2810669,215.5682678
295,12,10.5,27.16919708,56.57175064,484.6343384,0,475.7888489,235.4883728
295,12,11,28.56675339,51.17219543,818.8652954,0,642.8267212,212.3283386
295,12,11.5,30.30633926,46.29232788,1044.330444,0,593.2763062,269.1799316
295,12,12,31.14524651,44.12134552,772.8894043,0,538.2050171,110.9992371
295,12,12.5,29.98379898,47.4907608,390.4049988,0,374.2192688,129.7733459
295,12,13,30.42684174,45.48259735,712.3527832,0,615.1022949,169.5251007
295,12,13.5,31.49796295,42.21076584,534.1776123,0,479.1860352,80.15459442
295,12,14,31.19425201,42.5245285,1051.92334,0,349.5377502,270.9542542
295,12,14.5,30.57954025,44.75797653,427.0345154,0,391.4111938,251.3860474
295,12,15,31.23559761,43.54106903,335.7477112,0,320.7589722,52.37580109
295,12,15.5,30.57522964,44.87921143,147.9819183,0,140.0031128,249.0632935
295,12,16,25.01008415,83.479599,391.5560608,3.6,362.4167786,199.1997223
295,12,16.5,29.07474709,56.53250885,172.8452911,3.8,158.7960205,172.1984711
